Movie Name,Time,Rating,Top 7 Cast,Western,Documentary,Music,TV Movie,War,History,Horror,Romance,Drama,Mystery,Fantasy,Crime,Comedy,Family,Animation,Thriller,Adventure,Science Fiction,Action
Paddington 2 (2017),104,75,Ben WhishawPaddington Brown (voice); Sally HawkinsMary Brown; Hugh BonnevilleHenry Brown; Hugh GrantPhoenix Buchanan; Madeleine HarrisJudy Brown; Samuel JoslinJonathan Brown; Julie WaltersMrs. Bird,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Foursome (2023),108,45,Armina AlegreKiki; Nico LoccoDr. Chris; Mark DionisioDino Santos; Robb GuintoGina Santos; Dyessa GarciaDebra Rocha; Ardy RaymundoTaong Grasa; Ayra SalvadorBebe Ganda,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Werewolves (2024),94,60,Frank GrilloDr. Wesley Marshall; Katrina LawDr. Amy Chen; Ilfenesh HaderaLucy Marshall; Jimmy CummingsCody; Lou Diamond PhillipsDr. Aranda; Kamdynn GaryEmma Marshall; Lydia StyslingerReagan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Chief of Station (2024),93,62,"Aaron EckhartBen Malloy; Olga KurylenkoKrystyna Kowerski; Alex PettyferJohn Branca; Chris PetrovskiNick; Laëtitia EïdoFarrah; Nick MoranEvgeny, FSB; Daniel BernhardtKharon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Wind Rises (2013),126,78,Hideaki AnnoJiro Horikoshi (voice); Hidetoshi NishijimaHonjô (voice); Miori TakimotoNaoko Satomi (voice); Masahiko NishimuraKurokawa (voice); Stephen AlpertCastorp (voice); Mansai NomuraGiovanni Battista (voice); Jun KunimuraHattori (voice),0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
Emmanuelle (1974),95,60,Sylvia KristelEmmanuelle; Alain CunyMario; Marika GreenBee; Daniel SarkyJean; Jeanne ColletinAriana; Christine BoissonMarie-Ange; Gabriel BriandLe deuxième homme dans l'avion,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Rock (1996),137,71,"Sean ConneryJohn Patrick Mason; Nicolas CageDr. Stanley Goodspeed; Ed HarrisBrigadier General Francis X. Hummel, USMC; John SpencerFBI Director James Womack; David MorseMajor Tom Baxter; William ForsytheSpecial Agent Ernest Paxton; Michael BiehnCommander Charles Anderson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Independence Day (1996),145,69,Will SmithCapt. Steven Hiller; Bill PullmanPresident Thomas J. Whitmore; Jeff GoldblumDavid Levinson; Mary McDonnellMarilyn Whitmore; Judd HirschJulius Levinson; Robert LoggiaGeneral William Grey; Randy QuaidRussell Casse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Last Straw (2024),81,64,Jessica BelkinNancy Osborn; Jeremy SistoEdward Osborn; Taylor KowalskiJake Collins; Tara RaaniTabitha; Joji Otani HansenBobby; Glen GouldSheriff Brooks; Levon PanekDrug Dealer,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Basic Instinct (1992),128,69,Michael DouglasDetective Nick Curran; Sharon StoneCatherine Tramell; George DzundzaGus; Jeanne TripplehornDr. Beth Garner; Denis ArndtLieutenant Walker; Leilani SarelleRoxy; Bruce A. YoungAndrews,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The World Is Not Enough (1999),128,63,Pierce BrosnanJames Bond; Sophie MarceauElektra King; Robert CarlyleRenard; Denise RichardsDr. Christmas Jones; Robbie ColtraneValentin Zukovsky; Judi DenchM; Desmond LlewelynQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Central Intelligence (2016),107,64,Dwayne JohnsonBob Stone; Kevin HartCalvin Joyner; Amy RyanPamela Harris; Danielle NicoletMaggie; Jason BatemanTrevor; Aaron PaulPhil; Ryan HansenSteve,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Dragon Ball Z: Resurrection 'F' (2015),93,68,Masako NozawaSon Goku / Son Gohan / Son Goten (voice); Ryo HorikawaVegeta (voice); Ryusei NakaoFrieza (voice); Koichi YamaderaBeerus (voice); Masakazu MoritaWhis (voice); Hiromi TsuruBulma Briefs (voice); Mayumi TanakaKuririn (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Anastasia (1997),94,76,Meg RyanAnastasia (voice); John CusackDimitri (voice); Kelsey GrammerVladimir (voice); Christopher LloydRasputin (voice); Hank AzariaBartok (voice); Bernadette PetersSophie (voice); Kirsten DunstYoung Anastasia (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
Charlie's Angels (2019),118,64,Kristen StewartSabina Wilson; Naomi ScottElena Houghlin; Ella BalinskaJane Kano; Elizabeth BanksBoz; Patrick StewartJohn Bosley; Djimon HounsouEdgar Bosley; Sam ClaflinAlexander Brok,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
The Gods Must Be Crazy (1980),109,73,Marius WeyersAndrew Steyn; Sandra PrinslooKate Thompson; N!xauXi; Louw VerweySam Boga; Michael ThysMpudi; Nic De JagerJack Hind; Fanyana H. SidumoCard 1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Once Upon a Deadpool (2018),118,71,Ryan ReynoldsWade Wilson / Deadpool / Juggernaut (voice); Josh BrolinCable; Morena BaccarinVanessa; Julian DennisonFirefist; Zazie BeetzDomino; T.J. MillerWeasel; Leslie UggamsBlind Al,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Cult of Chucky (2017),91,58,Fiona DourifNica Pierce; Brad DourifChucky (voice); Alex VincentAndy Barclay; Jennifer TillyTiffany Valentine; Michael TherriaultDr. Foley; Adam HurtigMichael; Elisabeth RosenMadeline,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Freelance (2023),108,65,John CenaMason Pettits; Alison BrieClaire Wellington; Juan Pablo RabaPresident Juan Venegas; Christian SlaterSebastian Earle; Alice EveJenny Pettits; Marton CsokasColonel Jan Koehorst; Sebastián EslavaJorge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Monster House (2006),91,67,Mitchel MussoDJ (voice); Sam LernerChowder (voice); Spencer LockeJenny (voice); Steve BuscemiNebbercracker (voice); Maggie GyllenhaalZee (voice); Kevin JamesOfficer Landers (voice); Nick CannonOfficer Lister (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
The Great Wall (2016),103,60,Matt DamonWilliam; Jing TianCommander Lin Mae; Willem DafoeBallard; Andy Lau Tak-WahStrategist Wang; Pedro PascalTovar; Zhang HanyuGeneral Shao; Lu HanPeng Yong,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
The Devil's Advocate (1997),144,75,Keanu ReevesKevin Lomax; Al PacinoJohn Milton; Charlize TheronMary Ann Lomax; Jeffrey JonesEddie Barzoon; Judith IveyAlice Lomax; Connie NielsenChristabella Andreoli; Craig T. NelsonAlexander Cullen,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Final Destination (2000),98,66,Devon SawaAlex Browning; Ali LarterClear Rivers; Kerr SmithCarter Horton; Kristen ClokeValerie Lewton; Seann William ScottBilly Hitchcock; Chad DonellaTod Waggner; Amanda DetmerTerry Chaney,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fly (1986),96,74,Jeff GoldblumSeth Brundle; Geena DavisVeronica Quaife; John GetzStathis Borans; Joy BoushelTawny; Leslie CarlsonDr. Brent Cheevers; George ChuvaloMarky; Michael Copeman2nd Man in Bar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Wonder Woman 1984 (2020),151,64,Gal GadotDiana Prince; Chris PineSteve Trevor; Kristen WiigBarbara Minerva; Pedro PascalMaxwell Lord; Robin WrightAntiope; Connie NielsenHippolyta; Lilly AspellYoung Diana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Decision to Leave (2022),138,73,Tang WeiSong Seo-rae; Park Hae-ilJang Hae-joon; Lee Jung-hyunJeong-ahn; Go Kyung-pyoSoo-wan; Park Yong-wooLim Ho-shin; Kim Shin-youngYeon-su; Yoo Seung-mokKi Do-soo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Lemony Snicket's A Series of Unfortunate Events (2004),108,68,Emily BrowningViolet Baudelaire; Liam AikenKlaus Baudelaire; Kara HoffmanSunny Baudelaire; Shelby HoffmanSunny Baudelaire; Jim CarreyCount Olaf / Dr. Stephano / Captain Sham; Meryl StreepJosephine Anwhistle; Jude LawLemony Snicket (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Anaconda (2024),84,72,Nita XiaGong Lan Lan; Terence Yin Chi-WaiJeff; Wang XingchenAli; Ken Lok Tat-WahZhang Tianshi; Paul Che Biu-LawCaptain Sarai; Wang ZirunJia Peng; Xu Shao-HangGold Liang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Lovely Bones (2009),136,71,Saoirse RonanSusie Salmon; Mark WahlbergJack Salmon; Rachel WeiszAbigail Salmon; Susan SarandonGrandma Lynn; Stanley TucciGeorge Harvey; Rose McIverLindsey Salmon; Michael ImperioliLen Fenerman,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Fantastic Beasts: The Crimes of Grindelwald (2018),134,69,Eddie RedmayneNewt Scamander; Katherine WaterstonTina Goldstein; Dan FoglerJacob Kowalski; A Fine FrenzyQueenie Goldstein; Johnny DeppGrindelwald; Jude LawAlbus Dumbledore; Ezra MillerCredence Barebone,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Scott Pilgrim vs. the World (2010),113,75,Michael CeraScott Pilgrim; Mary Elizabeth WinsteadRamona Flowers; Ellen WongKnives Chau; Kieran CulkinWallace Wells; Alison PillKim Pine; Mark WebberStephen Stills; Johnny SimmonsYoung Neil,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
To All the Boys: P.S. I Still Love You (2020),102,68,"Lana CondorLara Jean Song Covey; Noah CentineoPeter Kavinsky; Jordan FisherJohn Ambrose McClaren; Anna CathcartKatherine ""Kitty"" Song Covey; John CorbettDaniel Covey; Sarayu BlueTrina Rothschild; Janel ParrishMargot Song Covey",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Ron's Gone Wrong (2021),107,79,Zach GalifianakisRon (voice); Jack Dylan GrazerBarney (voice); Ed HelmsGraham (voice); Olivia ColmanDonka (voice); Justice SmithMarc (voice); Rob DelaneyAndrew (voice); Kylie CantrallSavannah (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
Teen Wolf: The Movie (2023),140,75,Tyler PoseyScott McCall; Crystal ReedAllison Argent; Holland RodenLydia Martin; Tyler HoechlinDerek Hale; Shelley HennigMalia Tate; JR BourneChris Argent; Ian BohenPeter Hale,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Resident Evil: Death Island (2023),91,74,Matthew MercerLeon Scott Kennedy (voice); Nicole TompkinsJill Valentine (voice); Kevin DormanChris Redfield (voice); Stephanie PaniselloClaire Redfield (voice); Erin CahillRebecca Chambers (voice); Salli SaffiotiIngrid Hunnigan (voice); Daman MillsDylan Blake (voice),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Bila Esok Ibu Tiada (2024),104,60,Christine HakimRahmi; Adinia WirastiRanika; Fedi NurilRangga; Amanda ManopoRania; Yasmin NapperHening; Slamet RahardjoHaryo; Baim WongKevin,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Kalki 2898-AD (2024),176,64,"Amitabh BachchanAshwatthama; PrabhasBhairava; Deepika PadukoneSUM-80 ""Sumathi""; Kamal HaasanSupreme Yaskin; Saswata ChatterjeeManas; ShobanaMariam; Rajendra PrasadRumi",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
Friday the 13th (1980),95,64,Betsy PalmerMrs. Voorhees; Adrienne KingAlice; Jeannine TaylorMarcie; Robbi MorganAnnie; Kevin BaconJack; Harry CrosbyBill; Laurie BartramBrenda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rosemary's Baby (1968),138,78,Mia FarrowRosemary Woodhouse; John CassavetesGuy Woodhouse; Ruth GordonMinnie Castevet; Sidney BlackmerRoman Castevet; Maurice EvansHutch; Ralph BellamyDr. Sapirstein; Victoria VetriTerry,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Thor: The Dark World (2013),112,65,Chris HemsworthThor; Natalie PortmanJane Foster; Tom HiddlestonLoki; Christopher EcclestonMalekith; Anthony HopkinsOdin; Jaimie AlexanderSif; Zachary LeviFandral,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Seven Seas Witchcraft (2024),94,75,Ari IrhamArdi; Sandrinna MichelleSyifa; Christian SugionoSucipto; Sara WijayantoMarni; Agus FirmansyahRustam; Erwin MoronSardi; Eduwart ManaluWicak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Justice League: Crisis on Infinite Earths Part Two (2024),94,69,Jensen AcklesBatman / Bruce Wayne (voice); Darren CrissSuperman / Earth-2 Superman (voice); Meg DonnellySupergirl / Harbinger (voice); Stana KaticWonder Woman (voice); Jonathan AdamsMonitor (voice); Gideon AdlonBatgirl / Kryptonian Voice (voice); Geoffrey ArendPsycho Pirate / Charles Halstead / Hawkman (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
The Hitman's Bodyguard (2017),118,69,Ryan ReynoldsMichael Bryce; Samuel L. JacksonDarius Kincaid; Gary OldmanVladislav Dukhovich; Salma Hayek PinaultSonia Kincaid; Elodie YungAmelia Roussel; Richard E. GrantSeifert; Joaquim de AlmeidaFoucher,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Ghost (1990),127,72,Patrick SwayzeSam Wheat; Demi MooreMolly Jensen; Whoopi GoldbergOda Mae Brown; Tony GoldwynCarl Bruner; Vincent SchiavelliSubway Ghost; Rick AvilesWillie Lopez; Martina DeignanRose,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
Rocky III (1982),100,69,Sylvester StalloneRobert 'Rocky' Balboa; Talia ShireAdrianna 'Adrian' Balboa; Burt YoungPaulie Pennino; Carl WeathersApollo Creed; Mr. TClubber Lang; Burgess MeredithMickey Goldmill; Tony BurtonTony 'Duke' Evers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pizza Dare 1 (2020),68,72,Yoo JungYoon So-jungJin Si-ahBaek Yoon-jaeKang Min-wooShin Yeon-wooYuuta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rocky Balboa (2006),102,69,Sylvester StalloneRobert 'Rocky' Balboa; Burt YoungPaulie Pennino; Antonio TarverMason 'The Line' Dixon; Geraldine HughesMarie; Milo VentimigliaRobert 'Rocky' Balboa Jr.; Tony BurtonTony 'Duke' Evers; A.J. BenzaL.C.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ralph Breaks the Internet (2018),112,72,John C. ReillyWreck-It Ralph (voice); Sarah SilvermanVanellope von Schweetz (voice); Gal GadotShank (voice); Taraji P. HensonYesss (voice); Bill HaderJ.P. Spamley (voice) (uncredited); Jack McBrayerFelix (voice); Timothy SimonsButcher Boy (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
The Iron Giant (1999),86,80,Vin DieselThe Iron Giant (voice); Eli MarienthalHogarth Hughes (voice); Jennifer AnistonAnnie Hughes (voice); Harry Connick Jr.Dean McCoppin (voice); James GammonForeman Marv Loach / Floyd Turbeaux (voice); Cloris LeachmanMrs. Lynley Tensedge (voice); Christopher McDonaldKent Mansley (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Wild Card (2015),92,57,Jason StathamNick Wild; Michael AngaranoCyrus Kinnick; Dominik GarciaHolly; Milo VentimigliaDanny DeMarco; Hope DavisCassandra; Max CasellaOsgood; Stanley TucciBaby,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Ocean's Eleven (2001),116,74,George ClooneyDanny Ocean; Matt DamonLinus Caldwell; Andy GarcíaTerry Benedict; Brad PittRusty Ryan; Julia RobertsTess Ocean; Casey AffleckVirgil Malloy; Scott CaanTurk Malloy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Rio 2 (2014),101,65,Jesse EisenbergBlu (voice); Anne HathawayJewel (voice); will.i.amPedro (voice); Jamie FoxxNico (voice); Leslie MannLinda (voice); George LopezRafael (voice); Andy GarcíaEduardo (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
The Three Musketeers: D'Artagnan (2023),121,70,François CivilD'Artagnan; Vincent CasselAthos; Romain DurisAramis; Pio MarmaïPorthos; Eva GreenMilady; Louis GarrelLouis XIII; Vicky KriepsAnne d'Autriche,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
Airplane! (1980),88,73,Robert HaysTed Striker; Julie HagertyElaine Dickinson; Leslie NielsenDr. Rumack; Kareem Abdul-JabbarRoger Murdock; Lloyd BridgesSteve McCroskey; Peter GravesCaptain Clarence Oveur; Lorna PattersonRandy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blood Red Sky (2021),123,69,Peri BaumeisterNadja; Carl Anton KochElias; Kais SettiFarid; Alexander ScheerEightball; Dominic PurcellBerg; Graham McTavishCol. Alan Drummond; Roland MøllerKarl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
I Still Know What You Did Last Summer (1998),100,54,Jennifer Love HewittJulie James; Freddie Prinze Jr.Ray Bronson; Brandy NorwoodKarla Wilson; Mekhi PhiferTyrell; Matthew SettleWill Benson; Muse WatsonBen Willis; Jennifer EspositoNancy,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Pride and Prejudice and Zombies (2016),108,62,Lily JamesElizabeth Bennet; Sam RileyFitzwilliam Darcy; Jack HustonGeorge Wickham; Bella HeathcoteJane Bennet; Douglas BoothCharles Bingley; Matt SmithParson Collins; Charles DanceMr. Bennet,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
The Princess Diaries 2: Royal Engagement (2004),113,67,Anne HathawayMia Thermopolis; Julie AndrewsQueen Clarisse Renaldi; Hector ElizondoJoe; John Rhys-DaviesViscount Mabrey; Heather MatarazzoLilly Moscovitz; Chris PineNicholas Devereaux; Callum BlueAndrew Jacoby,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
The Sound of Music (1965),174,77,Julie AndrewsMaria; Christopher PlummerCaptain Georg von Trapp; Eleanor ParkerThe Baroness; Richard HaydnMax Detweiler; Peggy WoodMother Abbess; Charmian CarrLiesl von Trapp; Heather MenziesLouisa von Trapp,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Dumbo (1941),64,70,Edward BrophyTimothy Q. Mouse (voice) (uncredited); Margaret WrightCasey Jr. (voice) (uncredited); Verna FeltonElephant Matriarch / Mrs. Jumbo (voice) (uncredited); Sarah SelbyPrissy the Elephant (voice) (uncredited); Noreen GammillCatty the Elephant (voice) (uncredited); Dorothy ScottGiddy the Elephant (voice) (uncredited); Herman BingThe Ringmaster (voice) (uncredited),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Wandering Earth II (2023),173,73,Andy Lau Tak-Wah图恒宇; Wu Jing刘培强; Yi Sha张鹏; Zhu Yanmanzi郝晓晞; Li Xuejian周喆直; Andy Friend迈克; Wang Zhi韩朵朵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Golden Kamuy (2024),129,66,Kento YamazakiSaichi Sugimoto; Anna YamadaAsirpa; Gordon MaedaHyakunosuke Ogata; Yuma YamotoYoshitake Shiraishi; Ryohei OtaniGenjiro Tanigaki; Shuntaro YanagiYohei / Kohei Nikaido; KatsuyaTatsuma Ushiyama,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
National Lampoon's Vacation (1983),99,71,Chevy ChaseClark Griswold; Beverly D'AngeloEllen Griswold; Anthony Michael HallRusty Griswold; Imogene CocaAunt Edna; Randy QuaidCousin Eddie; Dana BarronAudrey Griswold; Eddie BrackenRoy Walley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Senna (2010),106,81,Ayrton SennaSelf (archive footage); Alain ProstSelf; Frank WilliamsSelf; Ron DennisSelf; Viviane SennaSelf; Milton da SilvaSelf (archive footage); Neyde SennaSelf (archive footage),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridesmaids (2011),125,65,Kristen WiigAnnie Walker; Maya RudolphLillian Donovan; Rose ByrneHelen Harris; Chris O'DowdOfficer Rhodes; Wendi McLendon-CoveyRita; Ellie KemperBecca; Melissa McCarthyMegan Price,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Sinbad: Legend of the Seven Seas (2003),90,70,Brad PittSinbad (voice); Catherine Zeta-JonesMarina (voice); Michelle PfeifferEris (voice); Joseph FiennesProteus (voice); Dennis HaysbertKale (voice); Timothy WestDymas (voice); Adriano GianniniRat (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
Greenland (2020),120,71,Gerard ButlerJohn Garrity; Morena BaccarinAllison Garrity; David DenmanRalph Vento; Hope DavisJudy Vento; Roger Dale FloydNathan Garrity; Scott GlennDale; Andrew BachelorColin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
The Forever Purge (2021),103,69,Ana de la RegueraAdela; Josh LucasDylan Tucker; Willow BeuoyAlly; Leven RambinHarper Tucker; Will PattonCaleb Tucker; Cassidy FreemanEmma Kate; Tenoch Huerta MejíaJuan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
The Perks of Being a Wallflower (2012),103,78,Logan LermanCharlie; Emma WatsonSam; Ezra MillerPatrick; Mae WhitmanMary Elizabeth; Kate WalshMother; Dylan McDermottFather; Melanie LynskeyAunt Helen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[REC] (2007),78,72,Manuela VelascoÁngela Vidal; Ferrán TerrazaManu; Martha CarbonellMrs. Izquierdo; David VertÁlex; Carlos LasarteCésar; Pablo RossoPablo; Vicente GilOld Police Officer,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Miracle on 34th Street (1947),96,74,Maureen O'HaraDoris Walker; John PayneFred Gailey; Edmund GwennKris Kringle; Natalie WoodSusan Walker; Porter HallGranville Sawyer; Philip TongeJulian Shellhammer; Alvin GreenmanAlfred (uncredited),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
The Bikeriders (2024),116,68,Austin ButlerBenny; Jodie ComerKathy; Tom HardyJohnny; Michael ShannonZipco; Mike FaistDanny; Boyd HolbrookCal; Damon HerrimanBrucie,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TÁR (2022),158,71,Cate BlanchettLydia Tár; Nina HossSharon Goodnow; Noémie MerlantFrancesca Lentini; Sophie KauerOlga Metkina; Julian GloverAndris Davis; Mark StrongEliot Kaplan; Sylvia FloteKrista Taylor,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Seven Samurai (1954),207,85,Toshirō MifuneKikuchiyo; Takashi ShimuraKambei Shimada; Yoshio InabaGorobei Katayama; Seiji MiyaguchiKyuzo; Minoru ChiakiHeihachi Hayashida; Daisuke KatōShichiroji; Isao KimuraKatsushiro Okamoto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Wrong Turn (2003),84,64,Eliza DushkuJessie Burlingame; Desmond HarringtonChris Flynn; Emmanuelle ChriquiCarly; Jeremy SistoScott; Kevin ZegersEvan; Lindy BoothFrancine; Julian RichingsThree Finger,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The SpongeBob Movie: Sponge on the Run (2020),95,75,Tom KennySpongeBob SquarePants / Gary the Snail (voice); Bill FagerbakkePatrick Star (voice); Rodger BumpassSquidward Tentacles (voice); Mr. LawrencePlankton (voice); Keanu ReevesSage; Clancy BrownMr. Krabs (voice); Carolyn LawrenceSandy Cheeks (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
American Beauty (1999),122,80,Kevin SpaceyLester Burnham; Annette BeningCarolyn Burnham; Thora BirchJane Burnham; Wes BentleyRicky Fitts; Mena SuvariAngela Hayes; Peter GallagherBuddy Kane; Allison JanneyBarbara Fitts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Johnny English Reborn (2011),101,62,"Rowan AtkinsonJohnny English; Gillian AndersonPamela Thornton (""Pegasus""); Dominic WestSimon Ambrose; Rosamund PikeKate Sumner; Daniel KaluuyaAgent Colin Tucker; Tim McInnernyPatch Quartermain; Pik-Sen LimKiller Cleaner",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Blacklight (2022),104,62,Liam NeesonTravis Block; Emmy Raver-LampmanMira Jones; Taylor John SmithDusty Crane; Aidan QuinnGabriel Robinson; Tim DraxlDrew Hawthorne; Claire van der BoomAmanda Block; Michael M. FosterPolice Officer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
SDI: Secret Department of Intervention (2024),120,53,Thomas KhawamAurore PlanasPierre André,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Emoji Movie (2017),86,54,T.J. MillerGene (voice); James CordenHi-5 (voice); Anna FarisJailbreak (voice); Maya RudolphSmiler (voice); Steven WrightMel Meh (voice); Jennifer CoolidgeMary Meh (voice); Jake T. AustinAlex (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
The Reader (2008),124,75,Kate WinsletHanna Schmitz; Ralph FiennesMichael Berg; David KrossYoung Michael Berg; Lena OlinRose Mather; Bruno GanzProfessor Rohl; Jeanette HainBrigitte; Hannah HerzsprungJulia,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Caddo Lake (2024),103,72,Dylan O'BrienParis; Eliza ScanlenEllie; Lauren AmbroseCeleste; Sam HenningsBen; Diana HopperCee; Eric LangeDaniel; Lance E. NicholsDoctor Mitchell,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
30 Days of Night (2007),113,64,Josh HartnettEben Oleson; Melissa GeorgeStella Oleson; Danny HustonMarlow; Ben FosterThe Stranger; Mark Boone JuniorBeau Brower; Mark RendallJake Oleson; Amber SainsburyDenise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Miss Peregrine's Home for Peculiar Children (2016),127,68,Eva GreenMiss Peregrine; Asa ButterfieldJacob Portman; Samuel L. JacksonBarron; Judi DenchMiss Avocet; Rupert EverettOrnithologist; Chris O'DowdFranklin Portman; Allison JanneyDr. Golan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
