Movie Name,Time,Rating,Top 7 Cast,Western,Documentary,Music,TV Movie,War,History,Horror,Romance,Drama,Mystery,Fantasy,Crime,Comedy,Family,Animation,Thriller,Adventure,Science Fiction,Action
Kung Fu Panda 3 (2016),95,69,Jack BlackPo (voice); Bryan CranstonLi (voice); Dustin HoffmanShifu (voice); Angelina JolieTigress (voice); J.K. SimmonsKai (voice); Jackie ChanMonkey (voice); Seth RogenMantis (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
Suspicion (2024),115,43,Stan NzeVoke; Richard Mofe-DamijoMr. Peter; Boma AkporeLake Thompson; Uzor ArukweRogba; Omowunmi DadaChisom; Shaffy BelloTina MbaObatere; Kalu IkeagwuTony,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Kingsman: The Golden Circle (2017),141,70,Taron EgertonGary 'Eggsy' Unwin; Colin FirthHarry Hart / Galahad; Julianne MoorePoppy Adams; Mark StrongMerlin; Hanna AlströmPrincess Tilde; Halle BerryGinger; Pedro PascalWhiskey,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
The Lion King II: Simba's Pride (1998),81,69,Matthew BroderickSimba (voice); Neve CampbellKiara (voice); Jason MarsdenKovu (voice); Nathan LaneTimon (voice); Ernie SabellaPumbaa (voice); Andy DickNuka (voice); Robert GuillaumeRafiki (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
Mantra Warrior: The Legend of The Eight Moons (2023),90,75,Ranee CampenPrincess Sita (voice); Tachaya PathumwanVessuwan (voice); Sorawit TongtengVayu (voice); Nalinee CheewasakornBudsaba (voice); Pattechin SasipatthanathadaWela (voice); Rujira KhajicharoenTossakaan (voice); Apinan TeeranantakulPrince Raam (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
Aliens (1986),137,79,Sigourney WeaverRipley; Carrie HennNewt; Michael BiehnCorporal Hicks; Paul ReiserBurke; Lance HenriksenBishop; Bill PaxtonPrivate Hudson; William HopeLieutenant Gorman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
It Chapter Two (2019),169,68,James McAvoyBill Denbrough; Jessica ChastainBeverly Marsh; Bill HaderRichie Tozier; Isaiah MustafaMike Hanlon; Jay RyanBen Hanscom; James RansoneEddie Kaspbrak; Andy BeanStanley Uris,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Bad Boys for Life (2020),124,71,Will SmithMike; Martin LawrenceMarcus; Vanessa HudgensKelly; Alexander LudwigDorn; Charles MeltonRafe; Paola NuñezRita; Kate del CastilloIsabel Aretas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train (2020),117,82,Natsuki HanaeTanjiro Kamado (voice); Akari KitoNezuko Kamado (voice); Hiro ShimonoZenitsu Agatsuma (voice); Yoshitsugu MatsuokaInosuke Hashibira (voice); Satoshi HinoKyojuro Rengoku (voice); Takahiro SakuraiGiyu Tomioka (voice); Katsuyuki KonishiTengen Uzui (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Exorcism in Utero (2023),88,60,Allegra SweeneyAlly O'Neill; Calvin Morie McCarthyFather Bresson; Neil GreenCharles Johnson; Sam BangsHerma; ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Spy The Eternal City (2024),112,67,Dave BautistaJ.J.; Chloe ColemanSophie Newton; Kristen SchaalBobbi; Ken JeongDavid Kim; Anna FarisNancy; Flula BorgCrane; Taeho KCollin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Real Steel (2011),127,70,Hugh JackmanCharlie Kenton; Dakota GoyoMax Kenton; Evangeline LillyBailey Tallet; Kevin DurandRicky; Anthony MackieFinn; Hope DavisAunt Debra; James RebhornMarvin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Late Night with the Devil (2024),93,72,David DastmalchianJack Delroy; Laura GordonJune Ross-Mitchell; Ian BlissCarmichael Haig; Fayssal BazziChristou; Ingrid TorelliLilly D'Abo; Rhys AuteriGus McConnell; Georgina HaigMadeleine Piper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Minions: The Rise of Gru (2022),87,73,Steve CarellGru (voice); Pierre CoffinKevin / Stuart / Bob / Minions (voice); Alan ArkinWild Knuckles (voice); Taraji P. HensonBelle Bottom (voice); Michelle YeohMaster Chow (voice); Julie AndrewsGru's Mom (voice); Russell BrandDr. Nefario (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
All Ladies Do It (1992),93,49,Claudia KollDiana; Paolo LanzaPaolo; Ornella MarcucciNadia; Isabella DeianaAntonietta; Franco BranciaroliAlphonse; Renzo RinaldiSig. Silvio; Marco MarcianiMarco,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The Interview (2014),113,62,James FrancoDave Skylark; Seth RogenAaron Rapaport; Lizzy CaplanAgent Lacey; Randall ParkPresident Kim Jong-un; Diana BangSook; Timothy SimonsMalcolm; Reese AlexanderAgent Botwin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
You're Killing Me (2023),95,58,McKaley MillerEden; Dermot MulroneyCongressman Schroder; Anne HecheAstrid; Wil DeusnerGooch; Brice Anthony HellerSchroder; Morgana Van PeeblesKendra; Keyara MillinerZara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
The Clean Up Crew (2024),95,57,Jonathan Rhys MeyersAlex; Swen TemmelChuck; Ekaterina BakerMegan; Melissa LeoSiobhan; Antonio BanderasGabriel; Matthew TompkinsRob; Conor MullenOfficer James,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Indiana Jones and the Dial of Destiny (2023),155,66,Harrison FordIndiana Jones; Phoebe Waller-BridgeHelena; Mads MikkelsenDr. Voller; Boyd HolbrookKlaber; Olivier RichtersHauke; Ethann IsidoreTeddy; Toby JonesBasil Shaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Scream (1996),112,74,David ArquetteDewey Riley; Neve CampbellSidney Prescott; Courteney CoxGale Weathers; Matthew LillardStu Macher; Rose McGowanTatum Riley; Skeet UlrichBilly Loomis; Jamie KennedyRandy Meeks,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Guy Ritchie's The Covenant (2023),123,78,Jake GyllenhaalMaster Sergeant John Kinley; Dar SalimAhmed; Sean SagarCharlie 'Jizzy' Crow; Jason WongJoshua 'JJ' Jung; Rhys YatesTom 'Tom Cat' Hancock; Christian OchoaEduardo 'Chow Chow' Lopez; Bobby SchofieldSteve Kersher,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kingsman: The Secret Service (2015),129,76,Taron EgertonGary 'Eggsy' Unwin; Colin FirthHarry Hart / Galahad; Samuel L. JacksonValentine; Mark StrongMerlin; Sophie CooksonRoxy; Sofia BoutellaGazelle; Michael CaineArthur,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
Jumanji: The Next Level (2019),123,69,Dwayne JohnsonDr. Smolder Bravestone; Kevin HartFranklin 'Mouse' Finbar; Jack BlackProfessor Sheldon 'Shelly' Oberon; Karen GillanRuby Roundhouse; AwkwafinaMing; Nick JonasJefferson 'Seaplane' McDonough; Alex WolffSpencer Gilpin,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Scouts Guide to the Zombie Apocalypse (2015),93,65,Tye SheridanBen Goudy; Sarah DumontDenise Russo; Logan MillerCarter Grant; Joey MorganAugie Foster; David KoechnerScout Leader Rogers; Hiram A. MurrayCorporal Reeves; Cloris LeachmanMiss Fielder,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Damsel (2024),107,70,Millie Bobby BrownElodie; Ray WinstoneLord Bayford; Angela BassettLady Bayford; Brooke CarterFloria; Nick RobinsonPrince Henry; Robin WrightQueen Isabelle; Milo TwomeyKing Roderick,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Mayhem! (2023),99,67,Nassim LyesSam; Loryn NounayMia; Olivier GourmetNarong; Vithaya PansringarmHansa; Mehdi HadimKenneth WonCivil Servant; Sahajak BoonthanakitChananticha ChaipaDara; Boonsong NakphooSawanee UtoommaNarilya Gulmongkolpech,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Predator (1987),107,75,"Arnold SchwarzeneggerMajor Alan ""Dutch"" Schaefer; Carl WeathersAl Dillon; Kevin Peter HallPredator / Helicopter Pilot; Elpidia CarrilloAnna Gonsalves; Bill DukeMac Eliot; Jesse VenturaBlain Cooper; Sonny LandhamBilly Sole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Ben-Hur (1959),222,79,Charlton HestonJudah Ben-Hur; Stephen BoydMessala; Hugh GriffithScheich Ildirim; Jack HawkinsQuintus Arrius; Haya HarareetEsther; Martha ScottMiriam; Cathy O'DonnellTirzah,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
Alita: Battle Angel (2019),122,72,Rosa SalazarAlita; Christoph WaltzDr. Dyson Ido; Jennifer ConnellyChiren; Mahershala AliVector; Ed SkreinZapan; Jackie Earle HaleyGrewishka; Keean JohnsonHugo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Shrek Forever After (2010),93,64,Mike MyersShrek (voice); Eddie MurphyDonkey (voice); Cameron DiazPrincess Fiona (voice); Antonio BanderasPuss in Boots (voice); Walt DohrnRumpelstiltskin / Priest / Krekraw Ogre (voice); Julie AndrewsQueen Lillian (voice); John CleeseKing Harold (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
The Jackal (1997),124,64,Bruce WillisThe Jackal; Richard GereDeclan Mulqueen; Sidney PoitierCarter Preston; Diane VenoraMajor Valentina Koslova; J.K. SimmonsFBI Agent T. I. Witherspoon; Mathilda MayIsabella Zanconia; John CunninghamFBI Director Donald Brown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
Killing Romance (2023),107,64,Lee Ha-neeHwang Yeo-re; Lee Sun-kyunJonathan Na; Gong MyeongKim Beom-woo; Bae Yoo-ramLee Young-chan; Andrew BishopBob; Shim Dal-giBo-ri; Debbie ReidNarrator,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Pacific Rim (2013),131,69,Charlie HunnamRaleigh Becket; Rinko KikuchiMako Mori; Idris ElbaStacker Pentecost; Max MartiniHerc Hansen; Clifton Collins Jr.Tendo Choi; Ron PerlmanHannibal Chau; Charlie DayDr. Newton Geiszler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hot Frosty (2024),90,60,Lacey ChabertKathy; Dustin MilliganJack; Craig RobinsonSheriff Hunter; Joe Lo TruglioDeputy Sheriff Schatz; Katy MixonDottie; Lauren HollyJane; Chrishell StauseJan,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Leggings Mania (2023),99,50,JamesYong-soo; Im Cho-heeJeong-hee; Im Tae-mokByeong-min; Do HeeDam-hoi; ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Truman Show (1998),103,81,Jim CarreyTruman Burbank; Laura LinneyMeryl Burbank / Hannah Gill; Noah EmmerichMarlon / Louis Coltrane; Natascha McElhoneLauren Garland / Sylvia; Holland TaylorAngela Montclair / Alanis Montclair; Ed HarrisChristof; Paul GiamattiSimeon,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Scream VI (2023),123,70,Melissa BarreraSam Carpenter; Jenna OrtegaTara Carpenter; Jasmin Savoy BrownMindy Meeks-Martin; Mason GoodingChad Meeks-Martin; Jack ChampionEthan Landry; Roger L. Jackson'The Voice' (voice); Liana LiberatoQuinn Bailey,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Van Helsing (2004),132,64,Hugh JackmanVan Helsing; Kate BeckinsaleAnna Valerious; Richard RoxburghCount Vladislaus Dracula; David WenhamCarl; Shuler HensleyFrankenstein's Monster; Elena AnayaAleera; Will KempVelkan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Grown Ups 2 (2013),101,61,Adam SandlerLenny Feder; Kevin JamesEric Lamonsoff; Chris RockKurt McKenzie; David SpadeMarcus Higgins; Salma Hayek PinaultRoxanne Chase-Feder; Maya RudolphDeanne McKenzie; Maria BelloSally Lamonsoff,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Family Plan (2023),118,73,Mark WahlbergDan Morgan; Michelle MonaghanJessica Morgan; Maggie QGwen; Zoe CollettiNina Morgan; Van CrosbyKyle Morgan; Ciarán HindsMcCaffrey; Kellen BoyleCyrus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Poor Things (2023),141,77,Emma StoneBella Baxter; Mark RuffaloDuncan Wedderburn; Willem DafoeGodwin Baxter; Ramy YoussefMax McCandles; Christopher AbbottAlfie Blessington; Suzy BembaToinette; Jerrod CarmichaelHarry Astley,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Fall (2022),102,72,Grace Caroline CurreyBecky Connor; Virginia GardnerShiloh Hunter; Jeffrey Dean MorganJames Conner; Mason GoodingDan Connor; Jasper ColeSteve; Darrell DennisRandy; Julia Pace MitchellDiner Server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
It's a Wonderful Life (1946),130,83,James StewartGeorge Bailey; Donna ReedMary Hatch; Lionel BarrymoreMr. Potter; Thomas MitchellUncle Billy; Henry TraversClarence; Beulah BondiMrs. Bailey; Frank FaylenErnie,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Beauty and the Beast (1991),84,77,Paige O'HaraBelle (voice); Robby BensonBeast (voice); Richard WhiteGaston (voice); Jerry OrbachLumiere (voice); David Ogden StiersCogsworth (voice); Angela LansburyMrs. Potts (voice); Rex EverhartMaurice (voice),0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
Gran Turismo (2023),135,78,Archie MadekweJann Mardenborough; David HarbourJack Salter; Orlando BloomDanny Moore; Djimon HounsouSteve Mardenborough; Darren BarnetMatty Davis; Maeve Courtier-LilleyAudrey; Geri HalliwellLesley Mardenborough,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Scarface (1983),169,82,Al PacinoTony Montana; Steven BauerManny Ray; Michelle PfeifferElvira; Mary Elizabeth MastrantonioGina; Robert LoggiaFrank Lopez; Miriam ColonMama Montana; F. Murray AbrahamOmar,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Constantine (2005),121,71,Keanu ReevesJohn Constantine; Rachel WeiszAngela Dodson / Isabel Dodson; Shia LaBeoufChas Kramer; Djimon HounsouMidnite; Max BakerBeeman; Pruitt Taylor VinceFather Hennessy; Gavin RossdaleBalthazar,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Toy Story 3 (2010),103,78,Tom HanksWoody (voice); Tim AllenBuzz Lightyear (voice); Joan CusackJessie (voice); Don RicklesMr. Potato Head (voice); Wallace ShawnRex (voice); John RatzenbergerHamm (voice); Estelle HarrisMrs. Potato Head (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Kung Fu Panda (2008),90,73,Jack BlackPo (voice); Angelina JolieTigress (voice); Dustin HoffmanShifu (voice); Ian McShaneTai Lung (voice); Jackie ChanMonkey (voice); Lucy LiuViper (voice); Seth RogenMantis (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
Prey (2022),100,77,Amber MidthunderNaru; Dakota BeaversTaabe; Michelle ThrushAruka; Stormee KippWasape; Julian Black AntelopeChief Kehetu; Dane DiLiegroPredator; Stefany MathiasSumu (Chief Wife),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Through My Window: Across the Sea (2023),110,66,Clara GalleRaquel; Julio PeñaAres Hidalgo; Guillermo LasherasYoshi; Natalia AzaharaDaniela; Hugo ArbuesApolo Hidalgo; Eric MasipArtemis Hidalgo; Andrea ChaparroVera,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Eternal Sunshine of the Spotless Mind (2004),108,81,Jim CarreyJoel Barish; Kate WinsletClementine Kruczynski; Kirsten DunstMary; Mark RuffaloStan; Elijah WoodPatrick; Tom WilkinsonDr. Mierzwiak; Jane AdamsCarrie,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
American Sniper (2014),133,74,Bradley CooperChris Kyle; Sienna MillerTaya Renae Kyle; Kyle GallnerGoat-Winston; Cole KonisYoung Chris Kyle; Ben ReedWayne Kyle; Elise RobertsonDebbie Kyle; Keir O'DonnellJeff Kyle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pushpa: The Rise (2021),179,70,Allu ArjunPushpa Raj; Rashmika MandannaSrivalli; Jagadeesh BandariKesava; Sunil VarmaMangalam Srinu; Anasuya BharadwajDakshayani; DhananjayJolly Reddy; Ajay GhoshKonda Reddy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
The Incredibles (2004),115,77,Craig T. NelsonBob Parr / Mr. Incredible (voice); Holly HunterHelen Parr / Elastigirl (voice); Sarah VowellViolet Parr (voice); Spencer FoxDashiell 'Dash' Parr (voice); Jason LeeBuddy Pine / Syndrome (voice); Samuel L. JacksonLucius Best / Frozone (voice); Elizabeth PeñaMirage (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
Queer (2024),138,68,Daniel CraigWilliam Lee; Drew StarkeyEugene Allerton; Jason SchwartzmanJoe; Lesley ManvilleDoctor Cotter; Henry ZagaWinston Moor; Drew DroegeJohn Dume; Omar ApolloChimu Bar Guy,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Green Mile (1999),189,85,Tom HanksPaul Edgecomb; David MorseBrutus 'Brutal' Howell; Bonnie HuntJan Edgecomb; Michael Clarke DuncanJohn Coffey; James CromwellWarden Hal Moores; Michael JeterEduard Delacroix; Graham GreeneArlen Bitterbuck,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Shutter Island (2010),138,82,Leonardo DiCaprioTeddy Daniels; Mark RuffaloChuck Aule; Ben KingsleyDr. Cawley; Max von SydowDr. Naehring; Michelle WilliamsDolores; Emily MortimerRachel 1; Patricia ClarksonRachel 2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Jigra (2024),155,58,Alia BhattSatyabha 'Satya' Anand; Vedang RainaAnkur Anand; Manoj PahwaShekhar Bhatia; Vivek GomberOIC Hansraj Landa; Akashdeep SabirMr. Mehtani; Harssh A. SinghJaswant; Aditya NandaKabir,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Bullet Train (2022),126,74,Brad PittLadybug; Joey KingPrince; Aaron Taylor-JohnsonTangerine; Brian Tyree HenryLemon; Andrew KojiKimura; Hiroyuki SanadaThe Elder; Michael ShannonWhite Death,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Whiplash (2014),107,84,Miles TellerAndrew; J.K. SimmonsFletcher; Paul ReiserJim; Melissa BenoistNicole; Austin StowellRyan; Nate LangCarl; Chris MulkeyUncle Frank,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Operation Undead (2024),110,34,Chanon SantinatornkulMek; Awat RatanapinthaMok; Guntapat Kasemsan Na AyudhyaLukkai; Thawatchanin DarayonPhrao; Thanadol AuepongSak; Tanakorn TiyanontCherd; Tanatwut RodpaiInn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
A Royal Date for Christmas (2023),84,57,Danica McKellarBella Sparks; Damon RunyanStefan; Patrice GoodmanMeridith; Vickie PapavsConnie; Nigel HamerBenjamin; Scott Ryan YamamuraJeff; Chris FarquharPhillip,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Men in Black: International (2019),115,59,Chris HemsworthHenry / Agent H; Tessa ThompsonMolly Wright / Agent M; Rebecca FergusonRiza Stavros; Kumail NanjianiPawny (voice); Rafe SpallAgent C; Laurent BourgeoisAlien Twin #1; Larry BourgeoisAlien Twin #2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Cruel Intentions (1999),98,68,Ryan PhillippeSébastian Valmont; Sarah Michelle GellarKathryn Merteuil; Reese WitherspoonAnnette Hargrove; Selma BlairCecile Caldwell; Louise FletcherHelen Rosemond; Joshua JacksonBlaine Tuttle; Eric MabiusGreg McConnell,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GoodFellas (1990),145,85,Robert De NiroJames Conway; Ray LiottaHenry Hill; Joe PesciTommy DeVito; Lorraine BraccoKaren Hill; Paul SorvinoPaul Cicero; Frank SiveroFrankie Carbone; Tony DarrowSonny Bunz,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
King of Killers (2023),91,66,Alain MoussiMarcus Garan; Frank GrilloJorg Drakos; Marie AvgeropoulosAsha Khanna; Georges St-PierreAndre Lecroix; Shannon KookRen Hiro; Kevin GreviouxDyson Chord; Ryan TarranRick Nigel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Star Wars: The Last Jedi (2017),152,68,Mark HamillLuke Skywalker / Dobbu Scay (voice); Carrie FisherLeia Organa; Adam DriverKylo Ren; Daisy RidleyRey; John BoyegaFinn; Oscar IsaacPoe Dameron; Andy SerkisSnoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Cinderella (1950),74,70,Ilene WoodsCinderella (voice); Eleanor AudleyLady Tremaine (voice); Verna FeltonFairy Godmother (voice); Claire Du Brey(credit only) (voice); Rhoda WilliamsDrizella (voice); James MacDonaldGus / Jaq (voice); Helene Stanley(credit only),0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
All Things Fair (1995),125,65,Johan WiderbergStig; Marika LagercrantzViola; Tomas von BrömssenKjell; Karin HuldtLisbet; Nina GunkeStig's Mother; Kenneth MilldoffStig's Father; Björn KjellmanSigge,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Girl Next Door (2004),110,67,Emile HirschMatthew Kidman; Elisha CuthbertDanielle; Timothy OlyphantKelly; Christopher MarquetteEli; Paul DanoKlitz; James RemarHugo Posh; Timothy BottomsMr. Kidman,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lucy (2014),89,65,Scarlett JohanssonLucy Miller; Morgan FreemanProfessor Samuel Norman; Choi Min-sikMr. Jang; Amr WakedPierre Del Rio; Julian Rhind-TuttThe Limey; Pilou AsbækRichard; Lio TiptonCaroline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Exorcist (1973),122,77,Ellen BurstynChris MacNeil; Linda BlairRegan MacNeil; Jason MillerFather Damien Karras; Max von SydowFather Lankester Merrin; Lee J. CobbLt. Bill Kinderman; William O'MalleyFather Joseph Kevin Dyer; Kitty WinnSharon Spencer,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Baywatch (2017),116,61,Dwayne JohnsonMitch Buchanan; Zac EfronMatt Brody; Priyanka Chopra JonasVictoria Leeds; Alexandra DaddarioSummer Quinn; Kelly RohrbachCJ Parker; Ilfenesh HaderaStephanie Holden; Jon BassRonnie Greenbaum,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
The Hunger Games: The Ballad of Songbirds & Snakes (2023),157,71,Tom BlythCoriolanus Snow; Rachel ZeglerLucy Gray Baird; Peter DinklageDean Casca Highbottom; Viola DavisDr. Volumnia Gaul; Josh RiveraSejanus Plinth; Dexter Sol AnsellYoung Coriolanus; Rosa GotzlerYoung Tigris,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Evil Dead Rise (2023),96,69,Lily SullivanBeth; Alyssa SutherlandEllie; Morgan DaviesDanny; Gabrielle EcholsBridget; Nell FisherKassie; Mark MitchinsonMr. Fonda; Jayden DanielsGabriel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Arthur Christmas (2011),97,68,James McAvoyArthur (voice); Hugh LaurieSteve (voice); Bill NighyGrandsanta (voice); Jim BroadbentSanta (voice); Imelda StauntonMrs Santa (voice); Ashley JensenBryony (voice); Marc WoottonPeter (voice),0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Private School (1983),89,57,Phoebe CatesChristine Ramsey; Betsy RussellJordan Leigh-Jenson; Matthew ModineJim Green; Michael ZorekBubba Beauregard; Fran RyanMiss Dutchbok; Kathleen WilhoiteBetsy; Ray WalstonChauncey,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 1 (2011),117,62,Kristen StewartBella Swan; Robert PattinsonEdward Cullen; Taylor LautnerJacob Black; Billy BurkeCharlie Swan; Peter FacinelliDr. Carlisle Cullen; Michael SheenAro; Elizabeth ReaserEsme Cullen,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Highlander: The Search for Vengeance (2007),86,72,Alistair AbellColin MacLeod (voice); Debi Mae WestDahlia (voice); Nolan NorthMarcus Octavius (voice); Scott McNeilAmergan / Gregor / Lad Director (voice); Ogie BanksJoe (voice); Janyse JaudKyala (voice); Jim ByrnesDoc / Rudy (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Scream 4 (2011),111,65,David ArquetteDewey Riley; Neve CampbellSidney Prescott; Courteney CoxGale Weathers-Riley; Emma RobertsJill Roberts; Hayden PanettiereKirby Reed; Anthony AndersonDeputy Perkins; Adam BrodyDeputy Hoss,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Bedspacer (2024),106,44,Christine BermasJanice; Micaella RazLexi/Jennifer; Matthew FranciscoSecurity Guard; JD AguasRyan; Rash FloresGio; Aila CruzSasha; Aria BenchAndrea,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Burning Betrayal (2023),99,62,Giovanna LancellottiBárbara 'Babi' Nucci; Leandro LimaMarco Ladeia; Camilla de LucasPatrícia 'Patty' Alencar Rochetty; Bruno MontaleoneThiago; Micael BorgesCaio Laruzi Sampaio; Louise D'TuaniPaula Góes Mesquita; Drayson MenezzesAlexandre,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
The Tearsmith (2024),106,65,Caterina FerioliNica; Simone BaldasseroniRigel Wilde; Sabrina ParaviciniMargaret; Alessandro BedettiLionel; Roberta RovelliAnna Milligan; Orlando CinqueNorman Milligan; Eco Andriolo RanziAdeline,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Afraid (2024),84,60,John ChoCurtis; Katherine WaterstonMeredith; Keith CarradineMarcus; Havana Rose LiuMelody / AIA (voice); Lukita MaxwellIris; Ashley RomansSam; David DastmalchianLightning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
